DATE,PLAYER,SOURCE,CHEST,SCORE,CLAN
2025-06-17,High Poppa Pete,Level 20 rare Crypt,Rare Dragon Chest,126,Golden_Hearts
2025-06-17,High Poppa Pete,Level 20 rare Crypt,Rare Dragon Chest,126,Golden_Hearts
2025-06-17,Galael,Tartaros Crypt,Tartaros Chest,36,Golden_Hearts
2025-06-17,Galael,Tartaros Crypt,Tartaros Chest,36,Golden_Hearts
2025-06-17,Galael,Tartaros Crypt,Tartaros Chest,36,Golden_Hearts
2025-06-17,ammar,Level 20 Crypt,Sand Chest,84,Golden_Hearts
2025-06-17,Galael,Level 25 Crypt,Forgotten Chest,275,Golden_Hearts
2025-06-17,Galael,Level 25 Crypt,Sand Chest,275,Golden_Hearts
2025-06-17,Don Dahron,Level 20 Crypt,Elegant Chest,84,Golden_Hearts
2025-06-17,Sascha 1887,Level 15 Crypt,Gnome Workshop Chest,17,Golden_Hearts
2025-06-17,Nordman,Level 15 Crypt,Elegant Chest,17,Golden_Hearts
2025-06-17,Sascha 1887,Level 15 Crypt,Bone Chest,17,Golden_Hearts
2025-06-17,Sascha 1887,Level 15 Crypt,Cobra Chest,17,Golden_Hearts
2025-06-17,Nordman,Level 15 Crypt,Forgotten Chest,17,Golden_Hearts
2025-06-17,PIFI,Level 20 Crypt,Elegant Chest,84,Golden_Hearts
2025-06-17,Nordman,Level 15 Crypt,Stone Chest,17,Golden_Hearts
2025-06-17,Ryjwuku,Level 20 Crypt,Barbarian Chest,84,Golden_Hearts
2025-06-17,Ryjwuku,Level 20 Crypt,Cobra Chest,84,Golden_Hearts
2025-06-17,PIFI,Level 20 Crypt,Stone Chest,84,Golden_Hearts
2025-06-17,Nigel Tufnel,Level 20 Crypt,Infernal Chest,84,Golden_Hearts
2025-06-17,Ryjwuku,Arena,Gladiator's Chest,2,Golden_Hearts
2025-06-17,PIFI,Level 20 Crypt,Gnome Workshop Chest,84,Golden_Hearts
2025-06-17,Nigel Tufnel,Level 20 Crypt,Fire Chest,84,Golden_Hearts
2025-06-17,Ryjwuku,Level 15 Crypt,Orc Chest,17,Golden_Hearts
2025-06-17,OPI,Level 20 Crypt,Elegant Chest,84,Golden_Hearts
2025-06-17,Nigel Tufnel,Level 20 Crypt,Sand Chest,84,Golden_Hearts
2025-06-17,OPI,Level 20 Crypt,Gnome Workshop Chest,84,Golden_Hearts
2025-06-17,Nigel Tufnel,Level 20 epic Crypt,Harpy Chest,168,Golden_Hearts
2025-06-17,OPI,Level 20 Crypt,Forgotten Chest,84,Golden_Hearts
2025-06-17,Gukora Gatto Grande,Level 20 Crypt,Mayan Chest,84,Golden_Hearts
2025-06-17,Nigel Tufnel,Level 20 rare Crypt,Rare Dragon Chest,126,Golden_Hearts
2025-06-17,Gromuro,Level 30-34 Vault of the Ancients,Fire Chest,35,Golden_Hearts
2025-06-17,Moghedien,Level 20 Crypt,Orc Chest,84,Golden_Hearts
2025-06-17,Moghedien,Level 20 Crypt,Orc Chest,84,Golden_Hearts
2025-06-17,Gukora Gatto Grande,Level 15 Crypt,Orc Chest,17,Golden_Hearts
2025-06-17,DingDong 2,Level 20 Crypt,Barbarian Chest,84,Golden_Hearts
2025-06-17,Moghedien,Level 20 Crypt,Orc Chest,84,Golden_Hearts
2025-06-17,Gukora Gatto Grande,Level 15 Crypt,Bone Chest,17,Golden_Hearts
2025-06-17,DingDong 2,Level 20 Crypt,Mayan Chest,84,Golden_Hearts
2025-06-17,Moghedien,Level 20 Crypt,Orc Chest,84,Golden_Hearts
2025-06-17,DingDong 2,Level 20 Crypt,Infernal Chest,84,Golden_Hearts
2025-06-17,OPI,Level 20 epic Crypt,House of Horrors Chest,168,Golden_Hearts
2025-06-17,OPI,Level 20 epic Crypt,House of Horrors Chest,168,Golden_Hearts
2025-06-17,Elaaa,Hermes' Store,Hermes Chest,36,Golden_Hearts
2025-06-17,Count Thermocat,Level 25 Crypt,Bone Chest,275,Golden_Hearts
2025-06-17,Count Thermocat,Level 25 Crypt,Cobra Chest,275,Golden_Hearts
2025-06-17,Count Thermocat,Level 25 Crypt,Orc Chest,275,Golden_Hearts
2025-06-17,TomaS CZ,Level 15 Crypt,Mayan Chest,17,Golden_Hearts
2025-06-17,TomaS CZ,Level 15 Crypt,Cobra Chest,17,Golden_Hearts
2025-06-17,Nigel Tufnel,Level 35-39 Vault of the Ancients,Fire Chest,40,Golden_Hearts
2025-06-17,TomaS CZ,Level 15 Crypt,Mayan Chest,17,Golden_Hearts
2025-06-17,Sir Niin,Level 20 Crypt,Infernal Chest,84,Golden_Hearts
2025-06-17,Sharra,Level 15 Crypt,Forgotten Chest,17,Golden_Hearts
2025-06-17,Karl der Grofe VI,Level 20 Crypt,Forgotten Chest,84,Golden_Hearts
2025-06-17,Sir Niin,Level 20 Crypt,Forgotten Chest,84,Golden_Hearts
2025-06-17,Sharra,Level 15 Crypt,Barbarian Chest,17,Golden_Hearts
2025-06-17,Karl der Grofe VI,Level 20 Crypt,Orc Chest,84,Golden_Hearts
2025-06-17,Sir Niin,Level 20 Crypt,Forgotten Chest,84,Golden_Hearts
2025-06-17,Karl der Grofe VI,Level 20 Crypt,Mayan Chest,84,Golden_Hearts
2025-06-17,Sharra,Level 15 Crypt,Gnome Workshop Chest,17,Golden_Hearts
2025-06-17,Bera,Level 30-34 Vault of the Ancients,Fire Chest,35,Golden_Hearts
2025-06-17,OPI,Level 30-34 Vault of the Ancients,Fire Chest,35,Golden_Hearts
2025-06-17,Ballazan,Level 15 Crypt,Mayan Chest,17,Golden_Hearts
2025-06-17,Ballazan,Level 15 Crypt,Elegant Chest,17,Golden_Hearts
2025-06-17,Ballazan,Level 15 Crypt,Orc Chest,17,Golden_Hearts
2025-06-17,OPI,Level 30-34 Vault of the Ancients,Fire Chest,35,Golden_Hearts
2025-06-17,Girtheous Maximus,Level 15 Crypt,Elegant Chest,17,Golden_Hearts
2025-06-17,Cobra,Level 20 Crypt,Infernal Chest,84,Golden_Hearts
2025-06-17,Moghedien,Level 30-34 Vault of the Ancients,Fire Chest,35,Golden_Hearts
2025-06-17,Ballazan,Level 15 Citadel,Elven Citadel Chest,17,Golden_Hearts
2025-06-17,Girtheous Maximus,Level 15 Crypt,Cobra Chest,17,Golden_Hearts
2025-06-17,Galael,Level 35-39 Vault of the Ancients,Fire Chest,40,Golden_Hearts
2025-06-17,tledil,Level 15 Crypt,Elegant Chest,17,Golden_Hearts
2025-06-17,Cobra,Level 15 Crypt,Barbarian Chest,17,Golden_Hearts
2025-06-17,Cobra,Level 15 Crypt,Orc Chest,17,Golden_Hearts
2025-06-17,tledil,Level 15 Crypt,Cobra Chest,17,Golden_Hearts
2025-06-17,Girtheous Maximus,Level 20 Crypt,Forgotten Chest,84,Golden_Hearts
2025-06-17,Girtheous Maximus,Level 15 Crypt,Sand Chest,17,Golden_Hearts
2025-06-17,OPI,Level 35-39 Vault of the Ancients,Fire Chest,40,Golden_Hearts
2025-06-17,tledil,Level 20 epic Crypt,Priest's Chest,168,Golden_Hearts
2025-06-17,Sharpdragon,Level 20 Crypt,Cobra Chest,84,Golden_Hearts
2025-06-17,tledil,Level 20 Crypt,Orc Chest,84,Golden_Hearts
2025-06-17,Compugotchi,Level 30-34 Vault of the Ancients,Fire Chest,35,Golden_Hearts
2025-06-17,Sharpdragon,Level 15 Crypt,Elegant Chest,17,Golden_Hearts
2025-06-17,Sharpdragon,Level 10 Citadel,Elven Citadel Chest,4,Golden_Hearts
2025-06-17,Compugotchi,Level 25 Crypt,Gnome Workshop Chest,275,Golden_Hearts
2025-06-17,Sharpdragon,Level 15 Crypt,Forgotten Chest,17,Golden_Hearts
2025-06-17,Compugotchi,Level 25-29 Vault of the Ancients,Fire Chest,30,Golden_Hearts
2025-06-17,Compugotchi,Level 20 Crypt,Barbarian Chest,84,Golden_Hearts
2025-06-17,Galael,Level 25 Crypt,Forgotten Chest,275,Golden_Hearts
2025-06-17,Compugotchi,Level 25 Crypt,Forgotten Chest,275,Golden_Hearts
2025-06-17,Galael,Level 25 Crypt,Stone Chest,275,Golden_Hearts
2025-06-17,Sabero6,Level 25 Crypt,Forgotten Chest,275,Golden_Hearts
2025-06-17,Sabero6,Level 25 Crypt,Forgotten Chest,275,Golden_Hearts
2025-06-17,Galael,Level 20 epic Crypt,Priest's Chest,168,Golden_Hearts
2025-06-17,Sabero6,Level 25 Crypt,Mayan Chest,275,Golden_Hearts
2025-06-17,Galael,Level 20 epic Crypt,Scorpion Chest,168,Golden_Hearts
2025-06-17,Compugotchi,Level 30-34 Vault of the Ancients,Fire Chest,35,Golden_Hearts
2025-06-17,Sascha 1887,Level 25-29 Vault of the Ancients,Fire Chest,30,Golden_Hearts
2025-06-17,Moghedien,Level 25-29 Vault of the Ancients,Fire Chest,30,Golden_Hearts
2025-06-17,Elbrinan,Level 15 rare Crypt,Rare Dragon Chest,25,Golden_Hearts
2025-06-17,Compugotchi,Level 30-34 Vault of the Ancients,Fire Chest,35,Golden_Hearts
2025-06-17,Elbrinan,Level 15 epic Crypt,Braided Chest,34,Golden_Hearts
2025-06-17,MadCat,Level 20 Crypt,Cobra Chest,84,Golden_Hearts
2025-06-17,Elbrinan,Level 15 epic Crypt,Scarab Chest,34,Golden_Hearts
2025-06-17,Elbrinan,Level 20 Crypt,Cobra Chest,84,Golden_Hearts
2025-06-17,Elbrinan,Level 20 Crypt,Barbarian Chest,84,Golden_Hearts
2025-06-17,Elbrinan,Level 20 Crypt,Stone Chest,84,Golden_Hearts
2025-06-17,Slayer,Level 20 Crypt,Sand Chest,84,Golden_Hearts
2025-06-17,MadCat,Level 20 Crypt,Stone Chest,84,Golden_Hearts
2025-06-17,Slayer,Level 20 Crypt,Elegant Chest,84,Golden_Hearts
2025-06-17,MadCat,Level 20 Crypt,Orc Chest,84,Golden_Hearts
2025-06-17,Slayer,Level 20 rare Crypt,Rare Dragon Chest,126,Golden_Hearts
2025-06-17,Slayer,Level 20 Crypt,Elegant Chest,84,Golden_Hearts
2025-06-17,MadCat,Level 20 Crypt,Stone Chest,84,Golden_Hearts
2025-06-17,Slayer,Level 5 Crypt,Forgotten Chest,1,Golden_Hearts
2025-06-17,Slayer,Level 25 epic Crypt,Scorpion Chest,550,Golden_Hearts
2025-06-17,Sascha 1887,Level 25-29 Vault of the Ancients,Fire Chest,30,Golden_Hearts
2025-06-17,Compugotchi,Level 30-34 Vault of the Ancients,Fire Chest,35,Golden_Hearts
2025-06-17,Slayer,Level 5 Crypt,Barbarian Chest,1,Golden_Hearts
2025-06-17,Art,Level 5 Crypt,Stone Chest,1,Golden_Hearts
2025-06-17,Kiin,Level 15 Crypt,Stone Chest,17,Golden_Hearts
2025-06-17,Art,Level 10 Crypt,Gnome Workshop Chest,4,Golden_Hearts
2025-06-17,Slayer,Level 25 epic Crypt,Chest of the Cursed,550,Golden_Hearts
2025-06-17,Art,Level 15 Crypt,Bone Chest,17,Golden_Hearts
2025-06-17,Kiin,Level 15 Crypt,Elegant Chest,17,Golden_Hearts
2025-06-17,Slayer,Level 30-34 Vault of the Ancients,Fire Chest,35,Golden_Hearts
2025-06-17,Slayer,Level 5 Crypt,Mayan Chest,1,Golden_Hearts
2025-06-17,Slayer,Level 5 Crypt,Barbarian Chest,1,Golden_Hearts
2025-06-17,MadCat,Level 20 Crypt,Cobra Chest,84,Golden_Hearts
2025-06-17,Kiin,Level 15 Crypt,Mayan Chest,17,Golden_Hearts
2025-06-17,TydeusDaBoneless OG,Level 20 epic Crypt,Braided Chest,168,Golden_Hearts
2025-06-17,Moogukus,Level 20 Crypt,Cobra Chest,84,Golden_Hearts
2025-06-17,Moogukus,Level 20 Crypt,Forgotten Chest,84,Golden_Hearts
2025-06-17,Moogukus,Level 20 Crypt,Elegant Chest,84,Golden_Hearts
2025-06-17,TydeusDaBoneless OG,Level 20 epic Crypt,Ancient Warrior's Chest,168,Golden_Hearts
2025-06-17,GrayWolf,Arena,Gladiator's Chest,2,Golden_Hearts
2025-06-17,TydeusDaBoneless OG,Level 15 Crypt,Stone Chest,17,Golden_Hearts
2025-06-17,Lifedeyl,Hermes' Store,Hermes Chest,36,Golden_Hearts
2025-06-17,Lifedeyl,Hermes' Store,Hermes Chest,36,Golden_Hearts
2025-06-17,Lifedeyl,Hermes' Store,Hermes Chest,36,Golden_Hearts
2025-06-17,Lifedeyl,Hermes' Store,Hermes Chest,36,Golden_Hearts
2025-06-17,TydeusDaBoneless OG,Level 15 Crypt,Fire Chest,17,Golden_Hearts
2025-06-17,XERIBO,Level 15 Crypt,Bone Chest,17,Golden_Hearts
2025-06-17,TydeusDaBoneless OG,Level 20 rare Crypt,Rare Dragon Chest,126,Golden_Hearts
2025-06-17,XERIBO,Level 15 Crypt,Barbarian Chest,17,Golden_Hearts
2025-06-17,TydeusDaBoneless OG,Level 20 Crypt,Barbarian Chest,84,Golden_Hearts
2025-06-17,Don Dahron,Hermes' Store,Hermes Chest,36,Golden_Hearts
2025-06-17,Don Dahron,Hermes' Store,Hermes Chest,36,Golden_Hearts
2025-06-17,Don Dahron,Hermes' Store,Hermes Chest,36,Golden_Hearts
2025-06-17,Don Dahron,Hermes' Store,Hermes Chest,36,Golden_Hearts
2025-06-17,Don Dahron,Hermes' Store,Hermes Chest,36,Golden_Hearts
2025-06-17,GrayWolf,Level 20 rare Crypt,Rare Dragon Chest,126,Golden_Hearts
2025-06-17,XERIBO,Level 15 Crypt,Fire Chest,17,Golden_Hearts
2025-06-17,GrayWolf,Level 25 epic Crypt,Priest's Chest,550,Golden_Hearts
2025-06-17,GrayWolf,Level 25 Crypt,Mayan Chest,275,Golden_Hearts
2025-06-17,Slayer,Level 10 Crypt,Stone Chest,4,Golden_Hearts
2025-06-17,Slayer,Level 25-29 Vault of the Ancients,Fire Chest,30,Golden_Hearts
2025-06-17,Slayer,Level 5 Crypt,Sand Chest,1,Golden_Hearts
2025-06-17,GrayWolf,Level 20 Crypt,Forgotten Chest,84,Golden_Hearts
2025-06-17,PIFI,Bank,Golden Chest,250,Golden_Hearts
2025-06-17,PIFI,Bank,Golden Chest,250,Golden_Hearts
2025-06-17,PIFI,Bank,Golden Chest,250,Golden_Hearts
2025-06-17,PIFI,Bank,Precious Chest,500,Golden_Hearts
2025-06-17,PIFI,Bank,Precious Chest,500,Golden_Hearts
2025-06-17,PIFI,Bank,Precious Chest,500,Golden_Hearts
2025-06-17,PIFI,Bank,Precious Chest,500,Golden_Hearts
2025-06-17,PIFI,Bank,Precious Chest,500,Golden_Hearts
2025-06-17,PIFI,Bank,Precious Chest,500,Golden_Hearts
2025-06-17,Mordriel,Bank,Wooden Chest,20,Golden_Hearts
2025-06-17,Mordriel,Bank,Wooden Chest,20,Golden_Hearts
2025-06-17,Mordriel,Bank,Wooden Chest,20,Golden_Hearts
2025-06-17,Mordriel,Bank,Bronze Chest,40,Golden_Hearts
2025-06-17,Mordriel,Bank,Bronze Chest,40,Golden_Hearts
2025-06-17,Mordriel,Bank,Bronze Chest,40,Golden_Hearts
2025-06-17,Mordriel,Bank,Silver Chest,80,Golden_Hearts
2025-06-17,Mordriel,Bank,Silver Chest,80,Golden_Hearts
2025-06-17,Mordriel,Bank,Silver Chest,80,Golden_Hearts
2025-06-17,Mordriel,Bank,Golden Chest,250,Golden_Hearts
2025-06-17,Mordriel,Bank,Golden Chest,250,Golden_Hearts
2025-06-17,Mordriel,Bank,Golden Chest,250,Golden_Hearts
2025-06-17,cat lady,Bank,Wooden Chest,20,Golden_Hearts
2025-06-17,cat lady,Bank,Wooden Chest,20,Golden_Hearts
2025-06-17,cat lady,Bank,Wooden Chest,20,Golden_Hearts
2025-06-17,cat lady,Bank,Bronze Chest,40,Golden_Hearts
2025-06-17,cat lady,Bank,Bronze Chest,40,Golden_Hearts
2025-06-17,cat lady,Bank,Bronze Chest,40,Golden_Hearts
2025-06-17,cat lady,Bank,Silver Chest,80,Golden_Hearts
2025-06-17,cat lady,Bank,Silver Chest,80,Golden_Hearts
2025-06-17,cat lady,Bank,Silver Chest,80,Golden_Hearts
2025-06-17,Moogukus,Bank,Bronze Chest,40,Golden_Hearts
2025-06-17,Moogukus,Bank,Bronze Chest,40,Golden_Hearts
2025-06-17,Moogukus,Bank,Bronze Chest,40,Golden_Hearts
2025-06-17,cat lady,Bank,Golden Chest,250,Golden_Hearts
2025-06-17,cat lady,Bank,Golden Chest,250,Golden_Hearts
2025-06-17,cat lady,Bank,Golden Chest,250,Golden_Hearts
2025-06-17,Lagertha,Bank,Silver Chest,80,Golden_Hearts
