DATE,PLAYER,SOURCE,CHEST,SCORE,CLAN
2025-01-13,Melchizedek,Level 15 Crypt,Mayan Chest,17,MY_CLAN
2025-01-13,Nordman,Level 10 Citadel,Elven Citadel Chest,4,MY_CLAN
2025-01-13,Elbrinan,Level 5 Crypt,Cobra Chest,1,MY_CLAN
2025-01-13,Nordman,Level 10 Citadel,Elven Citadel Chest,4,MY_CLAN
2025-01-13,Marching Turnip,Level 15 rare Crypt,Rare Dragon Chest,25,MY_CLAN
2025-01-13,Guyren,Level 10 Crypt,Bone Chest,4,MY_CLAN
2025-01-13,dAbell,Level 25-29 Vault of the Ancients,Fire Chest,30,MY_CLAN
2025-01-13,Don Dahron,Level 5 Crypt,Barbarian Chest,1,MY_CLAN
2025-01-13,Nordman,Level 15 Citadel,Elven Citadel Chest,17,MY_CLAN
2025-01-13,Don Dahron,Level 5 Crypt,Mayan Chest,1,MY_CLAN
2025-01-13,Guyren,Level 10 Crypt,Mayan Chest,4,MY_CLAN
2025-01-13,Railfiring,Level 10 Crypt,Fire Chest,4,MY_CLAN
2025-01-13,Gralbine,Level 15 rare Crypt,Rare Dragon Chest,25,MY_CLAN
2025-01-13,Guyren,Level 15 Crypt,Bone Chest,17,MY_CLAN
2025-01-13,Pinto,Level 10 Crypt,Infernal Chest,4,MY_CLAN
2025-01-13,Marching Turnip,Level 15 rare Crypt,Rare Dragon Chest,25,MY_CLAN
2025-01-13,Gralbine,Level 15 Crypt,Fire Chest,17,MY_CLAN
2025-01-13,Orodfed,Level 10 rare Crypt,Rare Dragon Chest,6,MY_CLAN
2025-01-13,Elbrinan,Level 5 Crypt,Bone Chest,1,MY_CLAN
2025-01-13,ELOHIM,Level 20-24 Vault of the Ancients,Fire Chest,25,MY_CLAN
2025-01-13,Marching Turnip,Level 10 Crypt,Bone Chest,4,MY_CLAN
2025-01-13,Pinto,Level 10 Crypt,Fire Chest,4,MY_CLAN
2025-01-13,Nordman,Level 10 Citadel,Elven Citadel Chest,4,MY_CLAN
2025-01-13,Don Dahron,Level 10 Crypt,Barbarian Chest,4,MY_CLAN
2025-01-13,Marching Turnip,Level 10 rare Crypt,Rare Dragon Chest,6,MY_CLAN
2025-01-13,dAbell,Level 20 Crypt,Sand Chest,84,MY_CLAN
2025-01-13,Nordman,Level 10 Citadel,Elven Citadel Chest,4,MY_CLAN
2025-01-13,Gralbine,Level 15 Crypt,Elegant Chest,17,MY_CLAN
2025-01-13,Don Dahron,Level 5 Crypt,Stone Chest,1,MY_CLAN
2025-01-13,ELOHIM,Level 20-24 Vault of the Ancients,Fire Chest,25,MY_CLAN
2025-01-13,Orodfed,Level 10 Crypt,Bone Chest,4,MY_CLAN
2025-01-13,Guyren,Level 10 Crypt,Mayan Chest,4,MY_CLAN
2025-01-13,Marching Turnip,Level 10 Crypt,Sand Chest,4,MY_CLAN
2025-01-13,Orodfed,Level 10 Crypt,Stone Chest,4,MY_CLAN
2025-01-13,Nordman,Level 10 Citadel,Elven Citadel Chest,4,MY_CLAN
2025-01-13,Guyren,Level 15 Crypt,Orc Chest,17,MY_CLAN
2025-01-13,cat lady,Level 20-24 Vault of the Ancients,Fire Chest,25,MY_CLAN
2025-01-13,Orodfed,Level 10 Crypt,Sand Chest,4,MY_CLAN
2025-01-13,Agarus,Level 10 Crypt,Stone Chest,4,MY_CLAN
2025-01-13,Pinto,Level 10 Crypt,Orc Chest,4,MY_CLAN
2025-01-13,Agarus,Level 10 Crypt,Gnome Workshop Chest,4,MY_CLAN
2025-01-13,Agarus,Level 10 Crypt,Stone Chest,4,MY_CLAN
2025-01-13,dAbell,Level 20 Crypt,Orc Chest,84,MY_CLAN
2025-01-13,dAbell,Level 20 Crypt,Orc Chest,84,MY_CLAN
2025-01-13,Agarus,Level 10 Crypt,Stone Chest,4,MY_CLAN
2025-01-13,Marching Turnip,Level 15 Crypt,Sand Chest,17,MY_CLAN
2025-01-13,ammar,Level 5 Crypt,Infernal Chest,1,MY_CLAN
2025-01-13,Guyren,Level 15 Crypt,Sand Chest,17,MY_CLAN
2025-01-13,ELOHIM,Level 20-24 Vault of the Ancients,Fire Chest,25,MY_CLAN
2025-01-13,ammar,Level 15 rare Crypt,Rare Dragon Chest,25,MY_CLAN
2025-01-13,Curly,Clan wealth,Common Chest of Wealth,50,MY_CLAN
2025-01-13,Curly,Clan wealth,Uncommon Chest of Wealth,50,MY_CLAN
2025-01-13,Curly,Clan wealth,Rare Chest of Wealth,50,MY_CLAN
2025-01-13,dAbell,Level 20 rare Crypt,Rare Dragon Chest,126,MY_CLAN
2025-01-13,dAbell,Level 25 Crypt,Stone Chest,275,MY_CLAN
2025-01-13,Melchizedek,Level 10 Citadel,Elven Citadel Chest,4,MY_CLAN
2025-01-13,Marching Turnip,Level 10 Crypt,Cobra Chest,4,MY_CLAN
2025-01-13,Nordman,Level 15 Citadel,Elven Citadel Chest,17,MY_CLAN
2025-01-13,Guyren,Level 10 Citadel,Elven Citadel Chest,4,MY_CLAN
2025-01-13,ELOHIM,Lvl 25-29 Raid Runic squad,Runic Chest,60,MY_CLAN
2025-01-13,Nordman,Level 15 Citadel,Elven Citadel Chest,17,MY_CLAN
2025-01-13,DingDong 2,Level 15 Crypt,Orc Chest,17,MY_CLAN
2025-01-13,DingDong 2,Level 15 Crypt,Forgotten Chest,17,MY_CLAN
2025-01-13,dAbell,Lvl 25-29 Raid Runic squad,Runic Chest,60,MY_CLAN
2025-01-13,Nordman,Level 15 Citadel,Elven Citadel Chest,17,MY_CLAN
2025-01-13,DingDong 2,Level 15 Crypt,Mayan Chest,17,MY_CLAN
2025-01-13,dAbell,Arena,Gladiator's Chest,2,MY_CLAN
2025-01-13,Orodfed,Level 10 Crypt,Elegant Chest,4,MY_CLAN
2025-01-13,Orodfed,Level 10 Crypt,Barbarian Chest,4,MY_CLAN
2025-01-13,Lady F,Level 20 Crypt,Mayan Chest,84,MY_CLAN
2025-01-13,Lady F,Level 25 Crypt,Orc Chest,275,MY_CLAN
2025-01-13,Lady F,Level 25 Crypt,Mayan Chest,275,MY_CLAN
2025-01-13,Marching Turnip,Level 10 Crypt,Stone Chest,4,MY_CLAN
2025-01-13,Lady F,Level 30-34 Vault of the Ancients,Fire Chest,35,MY_CLAN
2025-01-13,Lady F,Level 25 epic Crypt,Ancient Warrior's Chest,550,MY_CLAN
2025-01-13,Lady F,Level 20 epic Crypt,Ancient Warrior's Chest,168,MY_CLAN
2025-01-13,DingDong 2,Level 10 Citadel,Elven Citadel Chest,4,MY_CLAN
2025-01-13,Lady F,Level 30 rare Crypt,Rare Dragon Chest,500,MY_CLAN
2025-01-13,Marching Turnip,Level 20 Crypt,Sand Chest,84,MY_CLAN
2025-01-13,DingDong 2,Level 10 Citadel,Elven Citadel Chest,4,MY_CLAN
2025-01-13,Lady F,Level 25-29 Vault of the Ancients,Fire Chest,30,MY_CLAN
2025-01-13,DingDong 2,Level 15 Citadel,Elven Citadel Chest,17,MY_CLAN
2025-01-13,Marching Turnip,Level 15 Crypt,Cobra Chest,17,MY_CLAN
2025-01-13,Lady F,Level 20-24 Vault of the Ancients,Fire Chest,25,MY_CLAN
2025-01-13,Orodfed,Level 15 Crypt,Mayan Chest,17,MY_CLAN
2025-01-13,Maedfanir,Level 10 Crypt,Bone Chest,4,MY_CLAN
2025-01-13,Orodfed,Level 10 Crypt,Forgotten Chest,4,MY_CLAN
2025-01-13,Maedfanir,Level 10 Crypt,Stone Chest,4,MY_CLAN
2025-01-13,Orodfed,Level 10 Crypt,Stone Chest,4,MY_CLAN
2025-01-13,Lady F,Level 20-24 Vault of the Ancients,Fire Chest,25,MY_CLAN
2025-01-13,DingDong 2,Level 15 Citadel,Elven Citadel Chest,17,MY_CLAN
2025-01-13,Marching Turnip,Level 15 Crypt,Cobra Chest,17,MY_CLAN
2025-01-13,Maedfanir,Level 10 Crypt,Mayan Chest,4,MY_CLAN
2025-01-13,Pinto,Level 15 Crypt,Infernal Chest,17,MY_CLAN
2025-01-13,Marching Turnip,Level 20 Crypt,Sand Chest,84,MY_CLAN
2025-01-13,Serdriilas,Level 18 heroic Monster,Cursed Chest,40,MY_CLAN
2025-01-13,Maedfanir,Level 10 Crypt,Infernal Chest,4,MY_CLAN
2025-01-13,Marching Turnip,Level 10 Crypt,Sand Chest,4,MY_CLAN
2025-01-13,Maedfanir,Level 15 rare Crypt,Rare Dragon Chest,25,MY_CLAN
2025-01-13,DingDong 2,Level 15 Citadel,Elven Citadel Chest,17,MY_CLAN
2025-01-13,Maedfanir,Level 10 Crypt,Mayan Chest,4,MY_CLAN
2025-01-13,Maedfanir,Level 10 Crypt,Stone Chest,4,MY_CLAN
2025-01-13,Gralbine,Level 10 Crypt,Infernal Chest,4,MY_CLAN
2025-01-13,Larry,Level 15 Citadel,Elven Citadel Chest,17,MY_CLAN
2025-01-13,Gralbine,Level 10 Crypt,Bone Chest,4,MY_CLAN
2025-01-13,Maedfanir,Level 10 Crypt,Mayan Chest,4,MY_CLAN
2025-01-13,Gralbine,Level 10 Crypt,Orc Chest,4,MY_CLAN
2025-01-13,Mark Fish,Level 15 Crypt,Orc Chest,17,MY_CLAN
2025-01-13,Maedfanir,Level 10 Crypt,Orc Chest,4,MY_CLAN
2025-01-13,Serdriilas,Level 15 Citadel,Elven Citadel Chest,17,MY_CLAN
2025-01-13,Mini Bera,Level 15 Crypt,Bone Chest,17,MY_CLAN
2025-01-13,Mini Bera,Level 10 Crypt,Bone Chest,4,MY_CLAN
2025-01-13,Gralbine,Level 10 Citadel,Elven Citadel Chest,4,MY_CLAN
2025-01-13,Mark Fish,Level 15 Crypt,Orc Chest,17,MY_CLAN
2025-01-13,Noli,Level 15 epic Crypt,Scorpion Chest,34,MY_CLAN
2025-01-13,Noli,Level 15 epic Crypt,Ancient Warrior's Chest,34,MY_CLAN
2025-01-13,Serdriilas,Level 15 rare Crypt,Rare Dragon Chest,25,MY_CLAN
2025-01-13,Gralbine,Level 15 Crypt,Barbarian Chest,17,MY_CLAN
2025-01-13,Dani,Level 15 Crypt,Forgotten Chest,17,MY_CLAN
2025-01-13,Gralbine,Level 10 Citadel,Elven Citadel Chest,4,MY_CLAN
2025-01-13,Serdriilas,Level 20-24 Vault of the Ancients,Fire Chest,25,MY_CLAN
2025-01-13,Gralbine,Level 15 Crypt,Cobra Chest,17,MY_CLAN
2025-01-13,Serdriilas,Level 15 epic Crypt,Priest's Chest,34,MY_CLAN
2025-01-13,Mini Bera,Level 20 rare Crypt,Rare Dragon Chest,126,MY_CLAN
2025-01-13,DingDong 2,Level 10 Citadel,Elven Citadel Chest,4,MY_CLAN
2025-01-13,Larry,Level 15 Citadel,Elven Citadel Chest,17,MY_CLAN
2025-01-13,Gujind,Level 10 Crypt,Barbarian Chest,4,MY_CLAN
2025-01-13,Gujind,Level 10 Crypt,Orc Chest,4,MY_CLAN
2025-01-13,Adolbine,Arena,Gladiator's Chest,2,MY_CLAN
2025-01-13,Larry,Level 15 Citadel,Elven Citadel Chest,17,MY_CLAN
2025-01-13,Gralbine,Level 10 Citadel,Elven Citadel Chest,4,MY_CLAN
2025-01-13,Gujind,Level 10 Crypt,Bone Chest,4,MY_CLAN
2025-01-13,Dani,Level 20-24 Vault of the Ancients,Fire Chest,25,MY_CLAN
2025-01-13,Elbrinan,Level 5 Crypt,Gnome Workshop Chest,1,MY_CLAN
2025-01-13,Larry,Level 15 Citadel,Elven Citadel Chest,17,MY_CLAN
2025-01-13,Railfiring,Level 10 rare Crypt,Rare Dragon Chest,6,MY_CLAN
2025-01-13,Elbrinan,Level 5 Crypt,Cobra Chest,1,MY_CLAN
2025-01-13,Adolbine,Level 15 Crypt,Gnome Workshop Chest,17,MY_CLAN
2025-01-13,Elbrinan,Level 5 Crypt,Stone Chest,1,MY_CLAN
2025-01-13,Railfiring,Level 10 rare Crypt,Rare Dragon Chest,6,MY_CLAN
2025-01-13,Gralbine,Level 10 Citadel,Elven Citadel Chest,4,MY_CLAN
2025-01-13,Elbrinan,Level 5 Crypt,Infernal Chest,1,MY_CLAN
2025-01-13,Larry,Level 10 Citadel,Elven Citadel Chest,4,MY_CLAN
2025-01-13,DingDong 2,Level 15 Citadel,Elven Citadel Chest,17,MY_CLAN
2025-01-13,Gujind,Level 10 Crypt,Bone Chest,4,MY_CLAN
2025-01-13,Serdriilas,Level 10 Crypt,Orc Chest,4,MY_CLAN
2025-01-13,Gralbine,Level 15 Crypt,Infernal Chest,17,MY_CLAN
2025-01-13,Elbrinan,Level 5 Crypt,Cobra Chest,1,MY_CLAN
2025-01-13,Gralbine,Level 10 Citadel,Elven Citadel Chest,4,MY_CLAN
2025-01-13,Larry,Level 15 Citadel,Elven Citadel Chest,17,MY_CLAN
2025-01-13,DingDong 2,Level 10 Citadel,Elven Citadel Chest,4,MY_CLAN
2025-01-13,Serdriilas,Level 15 epic Crypt,Ancient Warrior's Chest,34,MY_CLAN
2025-01-13,Gralbine,Level 10 Citadel,Elven Citadel Chest,4,MY_CLAN
2025-01-13,Mark Fish,Level 15 Crypt,Stone Chest,17,MY_CLAN
2025-01-13,Gralbine,Level 10 Crypt,Forgotten Chest,4,MY_CLAN
2025-01-13,Adolbine,Level 15 rare Crypt,Rare Dragon Chest,25,MY_CLAN
2025-01-13,Serdriilas,Level 10 Crypt,Cobra Chest,4,MY_CLAN
2025-01-13,DingDong 2,Level 15 Citadel,Elven Citadel Chest,17,MY_CLAN
2025-01-13,Larry,Level 15 Citadel,Elven Citadel Chest,17,MY_CLAN
2025-01-13,Gralbine,Level 10 Citadel,Elven Citadel Chest,4,MY_CLAN
2025-01-13,Kaiababpear,Level 25 Crypt,Mayan Chest,275,MY_CLAN
2025-01-13,DingDong 2,Level 15 Citadel,Elven Citadel Chest,17,MY_CLAN
2025-01-13,Gralbine,Level 10 rare Crypt,Rare Dragon Chest,6,MY_CLAN
2025-01-13,Kaiababpear,Level 20 Crypt,Mayan Chest,84,MY_CLAN
2025-01-13,Serdriilas,Level 15-19 Vault of the Ancients,Fire Chest,20,MY_CLAN
2025-01-13,Gralbine,Level 10 rare Crypt,Rare Dragon Chest,6,MY_CLAN
2025-01-13,Larry,Level 10 Citadel,Elven Citadel Chest,4,MY_CLAN
2025-01-13,Gralbine,Level 10 rare Crypt,Rare Dragon Chest,6,MY_CLAN
2025-01-13,Gralbine,Level 10 rare Crypt,Rare Dragon Chest,6,MY_CLAN
2025-01-13,Gralbine,Level 10 Crypt,Fire Chest,4,MY_CLAN
2025-01-13,Railfiring,Level 10 Crypt,Barbarian Chest,4,MY_CLAN
2025-01-13,Gralbine,Level 10 Crypt,Elegant Chest,4,MY_CLAN
2025-01-13,Larry,Level 10 Citadel,Elven Citadel Chest,4,MY_CLAN
2025-01-13,Railfiring,Level 15 Crypt,Cobra Chest,17,MY_CLAN
2025-01-13,Adolbine,Level 15 Crypt,Bone Chest,17,MY_CLAN
2025-01-13,DingDong 2,Level 15 Citadel,Elven Citadel Chest,17,MY_CLAN
2025-01-13,Railfiring,Level 20 Crypt,Barbarian Chest,84,MY_CLAN
2025-01-13,Larry,Level 10 Citadel,Elven Citadel Chest,4,MY_CLAN
2025-01-13,Dani,Level 20 Crypt,Barbarian Chest,84,MY_CLAN
2025-01-13,Mark Fish,Level 20-24 Vault of the Ancients,Fire Chest,25,MY_CLAN
2025-01-13,Elbrinan,Level 5 Crypt,Barbarian Chest,1,MY_CLAN
2025-01-13,tledil,Level 15 rare Crypt,Rare Dragon Chest,25,MY_CLAN
2025-01-13,ammar,Level 15 epic Crypt,Trillium Chest,34,MY_CLAN
2025-01-13,Dani,Level 20 Crypt,Stone Chest,84,MY_CLAN
2025-01-13,Gralbine,Level 15 rare Crypt,Rare Dragon Chest,25,MY_CLAN
2025-01-13,Marond,Level 15 Crypt,Orc Chest,17,MY_CLAN
2025-01-13,Sharra,Level 20 Crypt,Mayan Chest,84,MY_CLAN
2025-01-13,tledil,Level 20 rare Crypt,Rare Dragon Chest,126,MY_CLAN
2025-01-13,Marond,Level 15 Crypt,Sand Chest,17,MY_CLAN
2025-01-13,DingDong 2,Level 15 Citadel,Elven Citadel Chest,17,MY_CLAN
2025-01-13,Adolbine,Level 10 rare Crypt,Rare Dragon Chest,6,MY_CLAN
2025-01-13,ammar,Level 15 Crypt,Sand Chest,17,MY_CLAN
2025-01-13,tledil,Level 20 rare Crypt,Rare Dragon Chest,126,MY_CLAN
2025-01-13,Mark Fish,Level 15-19 Vault of the Ancients,Fire Chest,20,MY_CLAN
2025-01-13,ammar,Level 5 Crypt,Orc Chest,1,MY_CLAN
2025-01-13,Elbrinan,Level 15 Crypt,Gnome Workshop Chest,17,MY_CLAN
2025-01-13,Larry,Level 10 Citadel,Elven Citadel Chest,4,MY_CLAN
2025-01-13,Orodfed,Level 10 rare Crypt,Rare Dragon Chest,6,MY_CLAN
2025-01-13,Gralbine,Level 15 rare Crypt,Rare Dragon Chest,25,MY_CLAN
2025-01-13,tledil,Level 20 rare Crypt,Rare Dragon Chest,126,MY_CLAN
2025-01-13,Railfiring,Level 10 Crypt,Orc Chest,4,MY_CLAN
2025-01-13,ammar,Level 10 Crypt,Infernal Chest,4,MY_CLAN
2025-01-13,Orodfed,Level 10 rare Crypt,Rare Dragon Chest,6,MY_CLAN
2025-01-13,Gralbine,Level 15 rare Crypt,Rare Dragon Chest,25,MY_CLAN
2025-01-13,Marond,Arena,Gladiator's Chest,2,MY_CLAN
2025-01-13,tledil,Level 15 rare Crypt,Rare Dragon Chest,25,MY_CLAN
2025-01-13,Girtheous Maximus,Level 10 Crypt,Fire Chest,4,MY_CLAN
2025-01-13,Orodfed,Level 10 Crypt,Forgotten Chest,4,MY_CLAN
2025-01-13,Marond,Level 15 epic Crypt,Braided Chest,34,MY_CLAN
2025-01-13,tledil,Level 10 rare Crypt,Rare Dragon Chest,6,MY_CLAN
2025-01-13,DingDong 2,Level 10 Citadel,Elven Citadel Chest,4,MY_CLAN
2025-01-13,Girtheous Maximus,Level 10 Crypt,Orc Chest,4,MY_CLAN
2025-01-13,Gralbine,Level 15 Crypt,Fire Chest,17,MY_CLAN
2025-01-13,Marond,Level 15 Crypt,Sand Chest,17,MY_CLAN
2025-01-13,Girtheous Maximus,Level 10 Crypt,Gnome Workshop Chest,4,MY_CLAN
2025-01-13,ammar,Level 10 Crypt,Cobra Chest,4,MY_CLAN
2025-01-13,Orodfed,Level 10 Crypt,Elegant Chest,4,MY_CLAN
2025-01-13,tledil,Level 20 rare Crypt,Rare Dragon Chest,126,MY_CLAN
2025-01-13,Girtheous Maximus,Level 20-24 Vault of the Ancients,Fire Chest,25,MY_CLAN
2025-01-13,Girtheous Maximus,Level 10 Crypt,Gnome Workshop Chest,4,MY_CLAN
2025-01-13,Elbrinan,Level 5 Crypt,Infernal Chest,1,MY_CLAN
2025-01-13,Girtheous Maximus,Level 10 Crypt,Fire Chest,4,MY_CLAN
2025-01-13,ammar,Level 10 rare Crypt,Rare Dragon Chest,6,MY_CLAN
2025-01-13,Gralbine,Level 10 Crypt,Mayan Chest,4,MY_CLAN
2025-01-13,Larry,Level 15 Citadel,Elven Citadel Chest,17,MY_CLAN
2025-01-13,Elbrinan,Level 15 Crypt,Barbarian Chest,17,MY_CLAN
2025-01-13,RG,Level 10 Crypt,Fire Chest,4,MY_CLAN
2025-01-13,RG,Level 5 Crypt,Cobra Chest,1,MY_CLAN
2025-01-13,Girtheous Maximus,Level 10 Crypt,Infernal Chest,4,MY_CLAN
2025-01-13,tledil,Level 15 Citadel,Elven Citadel Chest,17,MY_CLAN
2025-01-13,RG,Level 10 Crypt,Bone Chest,4,MY_CLAN
2025-01-13,DingDong 2,Level 15 Citadel,Elven Citadel Chest,17,MY_CLAN
2025-01-13,RG,Level 10 Crypt,Infernal Chest,4,MY_CLAN
2025-01-13,RG,Level 5 Crypt,Sand Chest,1,MY_CLAN
2025-01-13,RG,Level 10 Crypt,Elegant Chest,4,MY_CLAN
2025-01-13,Gralbine,Level 15 Crypt,Mayan Chest,17,MY_CLAN
2025-01-13,RG,Level 10 Crypt,Elegant Chest,4,MY_CLAN
2025-01-13,Larry,Level 15 Citadel,Elven Citadel Chest,17,MY_CLAN
2025-01-13,Elbrinan,Level 5 Crypt,Bone Chest,1,MY_CLAN
2025-01-13,Mark Fish,Level 10 rare Crypt,Rare Dragon Chest,6,MY_CLAN
2025-01-13,RG,Level 10 Crypt,Infernal Chest,4,MY_CLAN
2025-01-13,Mark Fish,Level 15 rare Crypt,Rare Dragon Chest,25,MY_CLAN
2025-01-13,RG,Level 5 Crypt,Orc Chest,1,MY_CLAN
2025-01-13,RG,Level 5 Crypt,Fire Chest,1,MY_CLAN
2025-01-13,Mini Bera,Level 10 Crypt,Forgotten Chest,4,MY_CLAN
2025-01-13,tledil,Level 10 Citadel,Elven Citadel Chest,4,MY_CLAN
2025-01-13,RG,Level 5 Crypt,Sand Chest,1,MY_CLAN
2025-01-13,Mini Bera,Level 10 Crypt,Fire Chest,4,MY_CLAN
2025-01-13,RG,Level 10 Crypt,Barbarian Chest,4,MY_CLAN
2025-01-13,Mini Bera,Level 10 Crypt,Gnome Workshop Chest,4,MY_CLAN
2025-01-13,ammar,Level 16 heroic Monster,Undead Chest,30,MY_CLAN
2025-01-13,DingDong 2,Level 15 Citadel,Elven Citadel Chest,17,MY_CLAN
2025-01-13,RG,Level 10 Crypt,Fire Chest,4,MY_CLAN
2025-01-13,Mini Bera,Level 10 Crypt,Fire Chest,4,MY_CLAN
2025-01-13,Mini Bera,Level 10 Crypt,Gnome Workshop Chest,4,MY_CLAN
2025-01-13,Larry,Level 15 Citadel,Elven Citadel Chest,17,MY_CLAN
2025-01-13,Gralbine,Level 15 rare Crypt,Rare Dragon Chest,25,MY_CLAN
2025-01-13,Mini Bera,Level 10 Crypt,Gnome Workshop Chest,4,MY_CLAN
2025-01-13,Gralbine,Level 15 Crypt,Bone Chest,17,MY_CLAN
2025-01-13,Gralbine,Level 15 rare Crypt,Rare Dragon Chest,25,MY_CLAN
2025-01-13,Mini Bera,Level 10 Crypt,Bone Chest,4,MY_CLAN
2025-01-13,ammar,Level 20 Citadel,Cursed Citadel Chest,42,MY_CLAN
2025-01-13,Girtheous Maximus,Level 15 Crypt,Sand Chest,17,MY_CLAN
2025-01-13,Gralbine,Level 10 rare Crypt,Rare Dragon Chest,6,MY_CLAN
2025-01-13,Mini Bera,Level 10 Crypt,Barbarian Chest,4,MY_CLAN
2025-01-13,Mini Bera,Level 10 Crypt,Sand Chest,4,MY_CLAN
2025-01-13,Gralbine,Level 10 rare Crypt,Rare Dragon Chest,6,MY_CLAN
2025-01-13,DingDong 2,Level 10 Citadel,Elven Citadel Chest,4,MY_CLAN
2025-01-13,tledil,Level 10 Citadel,Elven Citadel Chest,4,MY_CLAN
2025-01-13,Mini Bera,Level 10 Crypt,Mayan Chest,4,MY_CLAN
2025-01-13,Gralbine,Level 15 rare Crypt,Rare Dragon Chest,25,MY_CLAN
2025-01-13,Mini Bera,Level 10 Crypt,Mayan Chest,4,MY_CLAN
2025-01-13,Railfiring,Level 10 Crypt,Fire Chest,4,MY_CLAN
2025-01-13,Mini Bera,Level 10 Crypt,Cobra Chest,4,MY_CLAN
2025-01-13,Melchizedek,Level 10 Citadel,Elven Citadel Chest,4,MY_CLAN
2025-01-13,Mini Bera,Level 10 Crypt,Gnome Workshop Chest,4,MY_CLAN
